status_change_date,Airport Quarantine,Ariyalur,Chengalpattu,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kallakurichi,Kancheepuram,Kanyakumari,Karur,Krishnagiri,Madurai,Nagapattinam,Namakkal,Nilgiris,Other State,Perambalur,Pudukkottai,Railway Quarantine,Ramanathapuram,Ranipet,Salem,Sivaganga,Tenkasi,Thanjavur,Theni,Thiruvallur,Thiruvarur,Thoothukkudi,Tiruchirappalli,Tirunelveli,Tirupathur,Tiruppur,Tiruvannamalai,Vellore,Viluppuram,Virudhunagar
2020-09-10,1802.0,3230.0,29509.0,145607.0,20853.0,15475.0,1850.0,7746.0,4231.0,7571.0,18968.0,10635.0,2057.0,2936.0,15129.0,3918.0,3032.0,2154.0,6.0,1548.0,7181.0,428.0,5148.0,11805.0,13676.0,4525.0,6092.0,7907.0,13524.0,27462.0,4822.0,12168.0,8540.0,10790.0,3556.0,4076.0,12444.0,12252.0,9052.0,13664.0
2020-09-11,1804.0,3246.0,29806.0,146594.0,21247.0,15764.0,1946.0,7793.0,4301.0,7718.0,19100.0,10758.0,2084.0,2975.0,15180.0,3966.0,3146.0,2244.0,6.0,1558.0,7290.0,428.0,5158.0,11897.0,13974.0,4550.0,6142.0,8052.0,13609.0,27774.0,4981.0,12269.0,8680.0,10926.0,3640.0,4200.0,12740.0,12434.0,9213.0,13695.0
2020-09-12,1806.0,3260.0,30067.0,147592.0,21679.0,16025.0,2041.0,7861.0,4435.0,7811.0,19236.0,10867.0,2131.0,3127.0,15249.0,4121.0,3238.0,2305.0,6.0,1575.0,7369.0,428.0,5181.0,11974.0,14266.0,4601.0,6224.0,8193.0,13689.0,28071.0,5129.0,12353.0,8753.0,11033.0,3681.0,4456.0,12880.0,12561.0,9374.0,13735.0
2020-09-13,1810.0,3271.0,30368.0,148585.0,22170.0,16277.0,2083.0,7928.0,4560.0,7938.0,19426.0,10978.0,2165.0,3194.0,15321.0,4277.0,3372.0,2375.0,6.0,1599.0,7503.0,428.0,5197.0,12115.0,14561.0,4647.0,6260.0,8341.0,13779.0,28371.0,5273.0,12402.0,8846.0,11147.0,3751.0,4758.0,13073.0,12647.0,9503.0,13771.0
2020-09-14,1816.0,3289.0,30745.0,149584.0,22676.0,16569.0,2170.0,8005.0,4694.0,8069.0,19571.0,11114.0,2224.0,3272.0,15405.0,4403.0,3490.0,2469.0,6.0,1609.0,7601.0,428.0,5223.0,12217.0,14860.0,4683.0,6344.0,8467.0,13837.0,28666.0,5415.0,12476.0,8914.0,11208.0,3833.0,4948.0,13298.0,12783.0,9633.0,13814.0
2020-09-15,1823.0,3315.0,31069.0,150573.0,23161.0,16837.0,2258.0,8066.0,4829.0,8196.0,19769.0,11217.0,2285.0,3347.0,15488.0,4514.0,3587.0,2554.0,6.0,1635.0,7664.0,428.0,5249.0,12309.0,15152.0,4711.0,6400.0,8627.0,13918.0,28949.0,5544.0,12560.0,9017.0,11325.0,3907.0,5210.0,13487.0,12917.0,9767.0,13855.0
2020-09-16,1828.0,3343.0,31390.0,151561.0,23716.0,17099.0,2376.0,8130.0,4929.0,8358.0,19960.0,11331.0,2331.0,3415.0,15589.0,4592.0,3701.0,2622.0,6.0,1651.0,7797.0,428.0,5285.0,12386.0,15427.0,4751.0,6467.0,8752.0,13969.0,29244.0,5684.0,12645.0,9114.0,11445.0,4001.0,5359.0,13644.0,13037.0,9909.0,13905.0
2020-09-17,1829.0,3378.0,31714.0,152568.0,24248.0,17311.0,2500.0,8204.0,5028.0,8461.0,20080.0,11452.0,2384.0,3501.0,15658.0,4673.0,3814.0,2704.0,6.0,1665.0,7915.0,428.0,5315.0,12487.0,15719.0,4795.0,6540.0,8900.0,14047.0,29492.0,5790.0,12722.0,9227.0,11532.0,4092.0,5554.0,13804.0,13180.0,10043.0,13977.0
2020-09-18,1833.0,3411.0,31974.0,153617.0,24792.0,17570.0,2608.0,8295.0,5142.0,8556.0,20206.0,11567.0,2452.0,3558.0,15735.0,4757.0,3926.0,2776.0,6.0,1676.0,8038.0,428.0,5348.0,12541.0,16009.0,4827.0,6638.0,9064.0,14116.0,29710.0,5889.0,12812.0,9363.0,11636.0,4169.0,5737.0,13951.0,13292.0,10183.0,14017.0
2020-09-19,1846.0,3451.0,32258.0,154625.0,25358.0,17859.0,2720.0,8369.0,5308.0,8648.0,20384.0,11672.0,2516.0,3634.0,15803.0,4815.0,4026.0,2863.0,6.0,1702.0,8128.0,428.0,5379.0,12604.0,16295.0,4864.0,6703.0,9206.0,14171.0,29970.0,5990.0,12877.0,9469.0,11745.0,4254.0,5900.0,14110.0,13438.0,10328.0,14072.0
2020-09-20,1848.0,3487.0,32582.0,155640.0,25928.0,18155.0,2847.0,8451.0,5453.0,8704.0,20478.0,11806.0,2576.0,3759.0,15889.0,4922.0,4161.0,2994.0,6.0,1713.0,8230.0,428.0,5394.0,12638.0,16581.0,4925.0,6794.0,9372.0,14224.0,30186.0,6077.0,12960.0,9552.0,11831.0,4325.0,6069.0,14216.0,13534.0,10456.0,14119.0
2020-09-21,1850.0,3517.0,32801.0,156626.0,26576.0,18303.0,2936.0,8516.0,5654.0,8809.0,20595.0,11903.0,2631.0,3858.0,15974.0,5016.0,4291.0,3116.0,6.0,1723.0,8330.0,428.0,5409.0,12717.0,16876.0,4966.0,6861.0,9496.0,14281.0,30398.0,6200.0,13058.0,9633.0,11914.0,4433.0,6230.0,14313.0,13669.0,10587.0,14154.0
2020-09-22,1851.0,3537.0,33032.0,157615.0,27171.0,18536.0,3042.0,8570.0,5790.0,8882.0,20804.0,11980.0,2687.0,3948.0,16035.0,5062.0,4383.0,3204.0,6.0,1730.0,8419.0,428.0,5417.0,12805.0,17167.0,5004.0,6915.0,9651.0,14341.0,30628.0,6316.0,13118.0,9746.0,12005.0,4490.0,6599.0,14439.0,13764.0,10678.0,14196.0
2020-09-23,1852.0,3548.0,33329.0,158595.0,27758.0,18719.0,3172.0,8610.0,5915.0,8937.0,21009.0,12097.0,2728.0,4011.0,16114.0,5108.0,4515.0,3293.0,6.0,1752.0,8500.0,428.0,5427.0,12894.0,17465.0,5048.0,6961.0,9837.0,14412.0,30846.0,6415.0,13173.0,9858.0,12097.0,4555.0,6846.0,14565.0,13907.0,10783.0,14231.0
2020-09-24,1858.0,3576.0,33628.0,159684.0,28402.0,18974.0,3301.0,8642.0,6055.0,8961.0,21205.0,12158.0,2790.0,4097.0,16186.0,5154.0,4647.0,3390.0,6.0,1773.0,8612.0,428.0,5443.0,12992.0,17778.0,5090.0,7016.0,10027.0,14477.0,31111.0,6558.0,13212.0,9986.0,12212.0,4623.0,7034.0,14687.0,14033.0,10938.0,14264.0
2020-09-25,1865.0,3606.0,33910.0,160927.0,29071.0,19216.0,3450.0,8711.0,6166.0,9019.0,21384.0,12245.0,2835.0,4205.0,16227.0,5198.0,4756.0,3527.0,6.0,1792.0,8681.0,428.0,5461.0,13059.0,18091.0,5138.0,7073.0,10182.0,14545.0,31266.0,6689.0,13266.0,10083.0,12276.0,4686.0,7212.0,14857.0,14159.0,11106.0,14313.0
2020-09-26,1866.0,3635.0,34170.0,162126.0,29729.0,19429.0,3547.0,8767.0,6306.0,9057.0,21538.0,12341.0,2910.0,4277.0,16298.0,5247.0,4881.0,3672.0,6.0,1819.0,8773.0,428.0,5483.0,13116.0,18390.0,5166.0,7137.0,10370.0,14612.0,31495.0,6830.0,13316.0,10168.0,12366.0,4752.0,7400.0,14998.0,14295.0,11267.0,14351.0
2020-09-27,1867.0,3673.0,34580.0,163424.0,30328.0,19688.0,3641.0,8807.0,6414.0,9084.0,21594.0,12433.0,2948.0,4339.0,16370.0,5290.0,5055.0,3833.0,6.0,1833.0,8869.0,428.0,5494.0,13192.0,18771.0,5196.0,7167.0,10552.0,14690.0,31698.0,6956.0,13358.0,10254.0,12479.0,4818.0,7691.0,15077.0,14415.0,11412.0,14401.0
2020-09-28,1867.0,3709.0,34857.0,164745.0,30929.0,19851.0,3736.0,8853.0,6551.0,9147.0,21694.0,12533.0,3004.0,4437.0,16453.0,5353.0,5206.0,3970.0,6.0,1861.0,8967.0,428.0,5524.0,13233.0,18994.0,5235.0,7215.0,10734.0,14765.0,31933.0,7082.0,13419.0,10345.0,12534.0,4888.0,7877.0,15234.0,14553.0,11545.0,14447.0
2020-09-29,1868.0,3726.0,35230.0,166030.0,31503.0,19957.0,3830.0,8887.0,6668.0,9204.0,21807.0,12630.0,3033.0,4532.0,16551.0,5396.0,5355.0,4119.0,6.0,1876.0,9068.0,428.0,5546.0,13328.0,19340.0,5271.0,7283.0,10923.0,14829.0,32219.0,7142.0,13462.0,10429.0,12661.0,4963.0,8033.0,15323.0,14673.0,11648.0,14483.0
2020-09-30,1874.0,3753.0,35592.0,167377.0,32082.0,20098.0,3872.0,8909.0,6802.0,9235.0,21970.0,12727.0,3091.0,4609.0,16640.0,5444.0,5517.0,4199.0,6.0,1892.0,9156.0,428.0,5558.0,13412.0,19725.0,5298.0,7322.0,11195.0,14898.0,32433.0,7198.0,13552.0,10527.0,12745.0,5022.0,8190.0,15497.0,14810.0,11763.0,14501.0
2020-10-01,1876.0,3788.0,35948.0,168690.0,32634.0,20278.0,3928.0,8950.0,6947.0,9285.0,22123.0,12845.0,3139.0,4718.0,16717.0,5499.0,5630.0,4271.0,6.0,1917.0,9243.0,428.0,5567.0,13499.0,20065.0,5330.0,7375.0,11428.0,14963.0,32668.0,7321.0,13626.0,10612.0,12825.0,5105.0,8383.0,15591.0,14957.0,11898.0,14534.0
2020-10-02,1878.0,3817.0,36360.0,170026.0,33130.0,20444.0,3991.0,8995.0,7144.0,9339.0,22263.0,12937.0,3176.0,4795.0,16784.0,5538.0,5795.0,4344.0,6.0,1934.0,9342.0,428.0,5584.0,13575.0,20420.0,5356.0,7411.0,11651.0,15048.0,32868.0,7463.0,13669.0,10708.0,12898.0,5177.0,8540.0,15716.0,15090.0,11998.0,14564.0
2020-10-03,1884.0,3851.0,36747.0,171416.0,33625.0,20600.0,4068.0,9034.0,7290.0,9389.0,22418.0,13031.0,3216.0,4870.0,16841.0,5590.0,5938.0,4485.0,6.0,1949.0,9409.0,428.0,5603.0,13622.0,20775.0,5394.0,7444.0,11901.0,15117.0,33150.0,7606.0,13745.0,10781.0,12968.0,5266.0,8708.0,15789.0,15225.0,12045.0,14600.0
2020-10-04,1889.0,3892.0,37152.0,172774.0,34103.0,20741.0,4128.0,9072.0,7421.0,9419.0,22537.0,13149.0,3271.0,4939.0,16925.0,5612.0,6115.0,4607.0,6.0,1960.0,9483.0,428.0,5625.0,13692.0,21135.0,5430.0,7483.0,12144.0,15177.0,33349.0,7752.0,13800.0,10842.0,13039.0,5349.0,8862.0,15894.0,15355.0,12104.0,14658.0
2020-10-05,1892.0,3926.0,37496.0,174144.0,34572.0,20871.0,4210.0,9127.0,7514.0,9470.0,22692.0,13247.0,3298.0,5013.0,16981.0,5702.0,6259.0,4772.0,6.0,1971.0,9561.0,428.0,5645.0,13727.0,21472.0,5462.0,7523.0,12395.0,15240.0,33547.0,7848.0,13855.0,10919.0,13117.0,5429.0,8999.0,15983.0,15498.0,12191.0,14706.0
2020-10-06,1892.0,3955.0,37759.0,175485.0,35014.0,21015.0,4278.0,9168.0,7583.0,9500.0,22852.0,13342.0,3331.0,5089.0,17055.0,5767.0,6410.0,4861.0,6.0,1981.0,9633.0,428.0,5663.0,13786.0,21802.0,5482.0,7540.0,12617.0,15299.0,33792.0,7949.0,13891.0,11003.0,13189.0,5472.0,9161.0,16068.0,15603.0,12277.0,14727.0
2020-10-07,1899.0,3991.0,38105.0,176780.0,35493.0,21157.0,4362.0,9217.0,7728.0,9557.0,23017.0,13435.0,3395.0,5164.0,17141.0,5822.0,6551.0,4966.0,6.0,1990.0,9714.0,428.0,5680.0,13863.0,22128.0,5518.0,7550.0,12864.0,15362.0,34023.0,8055.0,13958.0,11083.0,13254.0,5545.0,9339.0,16191.0,15756.0,12320.0,14765.0
2020-10-08,1903.0,4007.0,38489.0,178109.0,35947.0,21283.0,4436.0,9261.0,7863.0,9597.0,23121.0,13524.0,3437.0,5238.0,17225.0,5863.0,6697.0,5058.0,6.0,2005.0,9787.0,428.0,5694.0,13928.0,22494.0,5534.0,7558.0,13109.0,15429.0,34200.0,8105.0,14018.0,11149.0,13316.0,5593.0,9509.0,16291.0,15886.0,12373.0,14790.0
2020-10-09,1904.0,4042.0,38809.0,179425.0,36346.0,21431.0,4503.0,9300.0,8002.0,9643.0,23247.0,13620.0,3471.0,5324.0,17321.0,5918.0,6846.0,5167.0,6.0,2015.0,9857.0,428.0,5716.0,13985.0,22792.0,5560.0,7572.0,13349.0,15494.0,34434.0,8217.0,14096.0,11225.0,13388.0,5661.0,9669.0,16392.0,16027.0,12433.0,14810.0
2020-10-10,1906.0,4070.0,39104.0,180752.0,36739.0,21574.0,4595.0,9340.0,8139.0,9680.0,23415.0,13704.0,3518.0,5407.0,17406.0,5984.0,7009.0,5264.0,6.0,2032.0,9924.0,428.0,5734.0,14076.0,23127.0,5599.0,7596.0,13542.0,15567.0,34588.0,8306.0,14154.0,11308.0,13452.0,5721.0,9869.0,16494.0,16157.0,12521.0,14880.0
2020-10-11,1906.0,4105.0,39349.0,182015.0,37131.0,21661.0,4664.0,9372.0,8302.0,9726.0,23564.0,13783.0,3566.0,5506.0,17497.0,6047.0,7168.0,5392.0,6.0,2047.0,9975.0,428.0,5760.0,14151.0,23426.0,5625.0,7614.0,13720.0,15634.0,34787.0,8402.0,14223.0,11396.0,13528.0,5774.0,10042.0,16594.0,16292.0,12607.0,14917.0
2020-10-12,1907.0,4129.0,39623.0,183252.0,37525.0,21795.0,4747.0,9403.0,8452.0,9772.0,23663.0,13869.0,3603.0,5606.0,17585.0,6102.0,7309.0,5538.0,6.0,2054.0,10020.0,428.0,5776.0,14208.0,23736.0,5650.0,7630.0,13865.0,15695.0,35004.0,8517.0,14283.0,11435.0,13589.0,5833.0,10229.0,16676.0,16421.0,12686.0,14960.0
2020-10-13,1907.0,4161.0,39872.0,184430.0,37933.0,21934.0,4860.0,9474.0,8553.0,9803.0,23800.0,13947.0,3636.0,5691.0,17647.0,6154.0,7445.0,5661.0,6.0,2059.0,10074.0,428.0,5793.0,14268.0,24001.0,5669.0,7661.0,13985.0,15754.0,35225.0,8627.0,14338.0,11497.0,13649.0,5892.0,10377.0,16732.0,16518.0,12774.0,15012.0
2020-10-14,1907.0,4191.0,40150.0,185574.0,38329.0,22042.0,4933.0,9511.0,8674.0,9839.0,23958.0,14029.0,3670.0,5785.0,17721.0,6199.0,7593.0,5753.0,6.0,2067.0,10124.0,428.0,5813.0,14309.0,24281.0,5683.0,7669.0,14085.0,15803.0,35388.0,8709.0,14384.0,11568.0,13696.0,5953.0,10547.0,16790.0,16633.0,12854.0,15061.0
2020-10-15,1907.0,4209.0,40418.0,186668.0,38726.0,22165.0,5020.0,9544.0,8798.0,9879.0,24074.0,14106.0,3706.0,5859.0,17801.0,6262.0,7742.0,5847.0,6.0,2077.0,10176.0,428.0,5833.0,14348.0,24541.0,5709.0,7690.0,14185.0,15850.0,35591.0,8771.0,14427.0,11642.0,13749.0,6013.0,10700.0,16866.0,16749.0,12921.0,15116.0
2020-10-16,1907.0,4229.0,40731.0,187853.0,39116.0,22282.0,5088.0,9576.0,8930.0,9925.0,24167.0,14176.0,3739.0,5922.0,17885.0,6327.0,7877.0,5941.0,6.0,2084.0,10215.0,428.0,5851.0,14405.0,24787.0,5728.0,7705.0,14288.0,15889.0,35700.0,8840.0,14483.0,11723.0,13808.0,6075.0,10849.0,16936.0,16870.0,13011.0,15156.0
2020-10-17,1907.0,4243.0,40997.0,188945.0,39509.0,22399.0,5155.0,9614.0,9055.0,9973.0,24284.0,14243.0,3775.0,6002.0,17954.0,6387.0,8001.0,6029.0,6.0,2094.0,10269.0,428.0,5865.0,14469.0,25025.0,5751.0,7716.0,14390.0,15921.0,35935.0,8927.0,14532.0,11788.0,13855.0,6107.0,11004.0,17004.0,16962.0,13093.0,15190.0
2020-10-18,1907.0,4260.0,41166.0,189996.0,39832.0,22500.0,5224.0,9639.0,9157.0,10005.0,24422.0,14313.0,3796.0,6064.0,18029.0,6447.0,8123.0,6115.0,6.0,2104.0,10318.0,428.0,5879.0,14535.0,25213.0,5777.0,7718.0,14480.0,15956.0,36112.0,9013.0,14593.0,11850.0,13896.0,6159.0,11175.0,17066.0,17051.0,13171.0,15222.0
2020-10-19,1907.0,4272.0,41429.0,190950.0,40122.0,22588.0,5298.0,9680.0,9249.0,10039.0,24474.0,14382.0,3831.0,6129.0,18095.0,6485.0,8214.0,6175.0,6.0,2119.0,10354.0,428.0,5903.0,14582.0,25401.0,5800.0,7740.0,14561.0,15988.0,36224.0,9086.0,14639.0,11912.0,13932.0,6187.0,11315.0,17120.0,17143.0,13247.0,15247.0
2020-10-20,1907.0,4288.0,41647.0,191755.0,40388.0,22659.0,5360.0,9701.0,9316.0,10081.0,24576.0,14442.0,3848.0,6159.0,18151.0,6521.0,8307.0,6206.0,6.0,2129.0,10377.0,428.0,5916.0,14611.0,25579.0,5823.0,7748.0,14650.0,16020.0,36353.0,9150.0,14678.0,11980.0,13952.0,6230.0,11446.0,17158.0,17223.0,13290.0,15288.0
2020-10-21,1907.0,4295.0,41847.0,192528.0,40704.0,22721.0,5385.0,9709.0,9422.0,10099.0,24665.0,14490.0,3863.0,6193.0,18215.0,6571.0,8377.0,6236.0,6.0,2141.0,10403.0,428.0,5929.0,14631.0,25780.0,5841.0,7759.0,14716.0,16045.0,36556.0,9194.0,14695.0,12045.0,13993.0,6301.0,11568.0,17215.0,17297.0,13355.0,15308.0
2020-10-22,1907.0,4302.0,42065.0,193300.0,40996.0,22798.0,5425.0,9737.0,9485.0,10124.0,24773.0,14526.0,3902.0,6241.0,18267.0,6609.0,8450.0,6299.0,6.0,2150.0,10431.0,428.0,5940.0,14659.0,25924.0,5856.0,7766.0,14791.0,16069.0,36703.0,9257.0,14741.0,12097.0,14018.0,6355.0,11737.0,17260.0,17361.0,13417.0,15338.0
2020-10-23,1907.0,4318.0,42247.0,194140.0,41276.0,22849.0,5463.0,9755.0,9590.0,10145.0,24874.0,14577.0,3927.0,6290.0,18334.0,6634.0,8546.0,6344.0,6.0,2155.0,10454.0,428.0,5946.0,14691.0,26113.0,5873.0,7777.0,14866.0,16090.0,36852.0,9309.0,14796.0,12153.0,14038.0,6399.0,11868.0,17298.0,17416.0,13471.0,15352.0
2020-10-24,1907.0,4322.0,42409.0,194902.0,41569.0,22899.0,5493.0,9771.0,9679.0,10173.0,25027.0,14629.0,3961.0,6328.0,18402.0,6664.0,8618.0,6362.0,6.0,2160.0,10479.0,428.0,5959.0,14704.0,26272.0,5894.0,7784.0,14929.0,16109.0,37012.0,9360.0,14837.0,12201.0,14061.0,6448.0,11974.0,17348.0,17484.0,13507.0,15382.0
2020-10-25,1907.0,4325.0,42657.0,195673.0,41844.0,22950.0,5523.0,9789.0,9749.0,10196.0,25057.0,14687.0,3986.0,6354.0,18459.0,6692.0,8709.0,6393.0,6.0,2167.0,10511.0,428.0,5971.0,14725.0,26467.0,5917.0,7788.0,14992.0,16130.0,37163.0,9406.0,14881.0,12251.0,14091.0,6499.0,12089.0,17393.0,17529.0,13560.0,15408.0
2020-10-26,1907.0,4331.0,42803.0,196379.0,42098.0,22999.0,5544.0,9802.0,9832.0,10220.0,25183.0,14743.0,4014.0,6383.0,18524.0,6719.0,8786.0,6435.0,6.0,2170.0,10540.0,428.0,5981.0,14740.0,26634.0,5940.0,7791.0,15057.0,16147.0,37315.0,9452.0,14919.0,12297.0,14122.0,6538.0,12198.0,17430.0,17585.0,13606.0,15432.0
2020-10-27,1907.0,4335.0,42953.0,197078.0,42310.0,23043.0,5569.0,9806.0,9906.0,10243.0,25285.0,14792.0,4040.0,6415.0,18575.0,6755.0,8856.0,6516.0,6.0,2175.0,10565.0,428.0,5983.0,14760.0,26777.0,5959.0,7798.0,15121.0,16168.0,37410.0,9493.0,14958.0,12333.0,14150.0,6576.0,12296.0,17451.0,17653.0,13649.0,15459.0
2020-10-28,1907.0,4347.0,43167.0,197752.0,42530.0,23080.0,5594.0,9814.0,10041.0,10263.0,25323.0,14830.0,4060.0,6442.0,18622.0,6802.0,8915.0,6546.0,6.0,2179.0,10599.0,428.0,5993.0,14783.0,26924.0,5976.0,7802.0,15173.0,16187.0,37533.0,9526.0,14989.0,12379.0,14172.0,6611.0,12407.0,17473.0,17732.0,13682.0,15479.0
2020-10-29,1907.0,4356.0,43318.0,198488.0,42790.0,23112.0,5615.0,9823.0,10153.0,10276.0,25421.0,14861.0,4090.0,6471.0,18670.0,6842.0,8967.0,6582.0,6.0,2182.0,10630.0,428.0,6004.0,14809.0,27093.0,5991.0,7810.0,15263.0,16211.0,37664.0,9565.0,15048.0,12426.0,14192.0,6638.0,12507.0,17499.0,17789.0,13730.0,15493.0
2020-10-30,1907.0,4364.0,43483.0,199174.0,43022.0,23164.0,5629.0,9832.0,10264.0,10289.0,25524.0,14899.0,4112.0,6511.0,18702.0,6876.0,9045.0,6615.0,6.0,2189.0,10649.0,428.0,6009.0,14844.0,27215.0,6008.0,7814.0,15312.0,16227.0,37806.0,9601.0,15119.0,12467.0,14210.0,6662.0,12654.0,17565.0,17852.0,13772.0,15507.0
2020-10-31,1907.0,4374.0,43656.0,199917.0,43266.0,23200.0,5658.0,9840.0,10329.0,10313.0,25587.0,14923.0,4142.0,6555.0,18747.0,6923.0,9111.0,6642.0,6.0,2193.0,10671.0,428.0,6020.0,14896.0,27361.0,6027.0,7823.0,15344.0,16237.0,37897.0,9638.0,15162.0,12505.0,14225.0,6690.0,12755.0,17621.0,17917.0,13808.0,15525.0
2020-11-01,1907.0,4385.0,43842.0,200534.0,43518.0,23248.0,5674.0,9867.0,10419.0,10342.0,25630.0,14967.0,4174.0,6594.0,18789.0,6954.0,9179.0,6687.0,6.0,2200.0,10690.0,428.0,6023.0,14926.0,27474.0,6038.0,7826.0,15393.0,16254.0,38069.0,9686.0,15189.0,12543.0,14251.0,6731.0,12847.0,17689.0,17990.0,13837.0,15543.0
2020-11-02,1907.0,4393.0,44001.0,201196.0,43765.0,23292.0,5691.0,9886.0,10504.0,10370.0,25692.0,15007.0,4198.0,6618.0,18824.0,6977.0,9234.0,6749.0,6.0,2207.0,10711.0,428.0,6037.0,14964.0,27600.0,6048.0,7830.0,15443.0,16272.0,38162.0,9736.0,15230.0,12570.0,14276.0,6769.0,13002.0,17732.0,18055.0,13883.0,15559.0
2020-11-03,1907.0,4402.0,44138.0,201849.0,44003.0,23342.0,5714.0,9908.0,10587.0,10396.0,25784.0,15043.0,4229.0,6662.0,18865.0,7010.0,9295.0,6801.0,6.0,2214.0,10739.0,428.0,6046.0,14994.0,27704.0,6061.0,7849.0,15490.0,16284.0,38278.0,9776.0,15256.0,12617.0,14305.0,6802.0,13103.0,17769.0,18114.0,13910.0,15579.0
2020-11-04,1907.0,4409.0,44298.0,202496.0,44223.0,23384.0,5742.0,9923.0,10696.0,10415.0,25908.0,15089.0,4263.0,6710.0,18911.0,7048.0,9348.0,6826.0,6.0,2222.0,10764.0,428.0,6059.0,15030.0,27807.0,6085.0,7868.0,15545.0,16303.0,38369.0,9812.0,15300.0,12663.0,14329.0,6821.0,13225.0,17799.0,18168.0,13953.0,15594.0
2020-11-05,1907.0,4419.0,44418.0,203086.0,44463.0,23421.0,5763.0,9938.0,10791.0,10431.0,26021.0,15130.0,4291.0,6734.0,18954.0,7084.0,9386.0,6859.0,6.0,2232.0,10789.0,428.0,6073.0,15037.0,27944.0,6097.0,7873.0,15590.0,16319.0,38522.0,9857.0,15329.0,12693.0,14344.0,6836.0,13335.0,17844.0,18228.0,14011.0,15611.0
2020-11-06,1907.0,4429.0,44609.0,203686.0,44690.0,23456.0,5780.0,9964.0,10903.0,10441.0,26033.0,15168.0,4322.0,6780.0,18989.0,7123.0,9438.0,6893.0,6.0,2237.0,10817.0,428.0,6082.0,15084.0,28053.0,6115.0,7876.0,15640.0,16327.0,38672.0,9889.0,15365.0,12740.0,14381.0,6868.0,13455.0,17885.0,18259.0,14049.0,15625.0
2020-11-07,1907.0,4439.0,44731.0,204259.0,44903.0,23496.0,5802.0,9981.0,11009.0,10455.0,26122.0,15208.0,4357.0,6825.0,19027.0,7157.0,9497.0,6926.0,6.0,2245.0,10845.0,428.0,6093.0,15122.0,28161.0,6139.0,7882.0,15686.0,16337.0,38815.0,9928.0,15396.0,12777.0,14414.0,6897.0,13569.0,17922.0,18311.0,14090.0,15641.0
2020-11-08,1907.0,4451.0,44851.0,204863.0,45108.0,23539.0,5823.0,9998.0,11108.0,10466.0,26217.0,15241.0,4385.0,6860.0,19062.0,7197.0,9557.0,6965.0,6.0,2253.0,10872.0,428.0,6100.0,15153.0,28264.0,6162.0,7891.0,15730.0,16350.0,38939.0,9964.0,15429.0,12817.0,14442.0,6924.0,13690.0,17964.0,18369.0,14137.0,15657.0
2020-11-09,1907.0,4462.0,45001.0,205420.0,45301.0,23578.0,5841.0,10011.0,11203.0,10481.0,26270.0,15277.0,4421.0,6879.0,19106.0,7223.0,9608.0,7001.0,6.0,2259.0,10895.0,428.0,6105.0,15176.0,28374.0,6180.0,7895.0,15772.0,16373.0,39076.0,9994.0,15463.0,12857.0,14468.0,6953.0,13804.0,18034.0,18420.0,14205.0,15669.0
2020-11-10,1907.0,4472.0,45124.0,206025.0,45506.0,23611.0,5854.0,10029.0,11300.0,10491.0,26359.0,15308.0,4449.0,6914.0,19147.0,7270.0,9679.0,7026.0,6.0,2264.0,10916.0,428.0,6108.0,15195.0,28479.0,6198.0,7901.0,15837.0,16389.0,39146.0,10024.0,15477.0,12884.0,14491.0,6970.0,13896.0,18083.0,18471.0,14219.0,15689.0
2020-11-11,1907.0,4479.0,45254.0,206589.0,45699.0,23666.0,5864.0,10052.0,11391.0,10507.0,26453.0,15333.0,4474.0,6969.0,19182.0,7312.0,9729.0,7039.0,6.0,2268.0,10944.0,428.0,6110.0,15216.0,28570.0,6219.0,7915.0,15873.0,16403.0,39287.0,10050.0,15491.0,12919.0,14516.0,6984.0,13993.0,18106.0,18567.0,14259.0,15703.0
2020-11-12,1907.0,4488.0,45405.0,207174.0,45889.0,23712.0,5881.0,10066.0,11454.0,10524.0,26554.0,15367.0,4494.0,7013.0,19213.0,7338.0,9777.0,7062.0,6.0,2273.0,10961.0,428.0,6116.0,15243.0,28635.0,6239.0,7922.0,15911.0,16414.0,39383.0,10072.0,15517.0,12956.0,14546.0,7012.0,14075.0,18172.0,18625.0,14291.0,15723.0
2020-11-13,1907.0,4494.0,45592.0,207687.0,46069.0,23738.0,5900.0,10082.0,11506.0,10536.0,26611.0,15386.0,4515.0,7051.0,19257.0,7381.0,9837.0,7095.0,6.0,2277.0,10981.0,428.0,6129.0,15298.0,28699.0,6253.0,7926.0,15942.0,16423.0,39483.0,10098.0,15536.0,12983.0,14575.0,7039.0,14158.0,18198.0,18651.0,14309.0,15741.0
2020-11-14,1907.0,4498.0,45739.0,208180.0,46251.0,23784.0,5916.0,10102.0,11569.0,10553.0,26701.0,15405.0,4545.0,7080.0,19294.0,7409.0,9885.0,7115.0,6.0,2280.0,10999.0,428.0,6136.0,15322.0,28792.0,6264.0,7930.0,15986.0,16432.0,39571.0,10122.0,15554.0,13016.0,14598.0,7067.0,14234.0,18230.0,18699.0,14334.0,15756.0
