date,Rt,Rt_CI_upper,Rt_CI_lower
2020-06-11,1.1592745488704714,1.3210666363276726,0.9950566065267518
2020-06-12,1.0991523811191706,2.8429347197702937,0.0
2020-06-13,1.0265312175029908,1.9677127708842128,0.0
2020-06-14,1.6820010832829986,2.3597183088516775,0.9595853934867176
2020-06-15,1.4459648840764623,2.0035137335456725,0.8585124628391172
2020-06-16,1.5558809265212816,2.030303326789146,1.059978497924212
2020-06-17,1.4034229474984328,1.824591198575043,0.9654117705474409
2020-06-19,1.1826555044134182,1.6291869602992495,0.7171458058423936
2020-06-21,1.3082989327175873,1.7098258520832976,0.8914918650588001
2020-06-23,1.2567203896728802,1.624634097087616,0.876018445806107
2020-06-24,1.3308111501316358,1.6686729121652484,0.9821954630590748
2020-06-26,1.2841021406463178,1.5982734335686883,0.9606528384982264
2020-06-27,1.2489537441839917,1.5438252267581627,0.9459239366741163
2020-06-30,1.173392504868984,1.4534738174063668,0.8859609436212007
2020-07-01,1.2479959196421881,1.5129393295260587,0.9764846327509517
